filepath,SAC,WAC,STC,WTC,SCC,WCC,Correct
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_1_4_2.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_1_4_3.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_1_4_4.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_1_4_5.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_1_4_6.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_1_4_7.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_1_4_8.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_1_4_9.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_2_1_1.txt,1,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_2_1_2.txt,1,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_2_4_1.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_2_4_10.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_2_4_2.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_2_4_3.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_2_4_4.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_2_4_5.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_2_4_6.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_2_4_7.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_2_4_8.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_2_4_9.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_3_1_1.txt,1,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_3_2_1.txt,1,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_3_4_1.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_3_4_2.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_3_4_3.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_3_4_4.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_3_4_5.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_4_1_1.txt,0,0,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_4_1_2.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_4_1_3.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_4_1_4.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_4_1_5.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_4_2_1.txt,0,0,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_4_2_2.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_4_2_3.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_4_2_4.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_MiLight_4_2_5.txt,0,1,0,0,1,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_1.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_10.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_11.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_12.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_13.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_14.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_15.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_16.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_17.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_18.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_19.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_2.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_20.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_21.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_3.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_4.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_5.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_6.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_7.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_8.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_1_2_9.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_1.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_10.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_11.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_12.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_13.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_14.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_15.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_16.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_17.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_18.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_19.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_2.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_20.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_21.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_3.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_4.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_5.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_6.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_7.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_8.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_2_1_9.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_3_1_1.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_3_1_2.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_3_1_3.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_3_1_4.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_3_1_5.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_3_1_6.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_3_1_7.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_3_2_1.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_3_2_2.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_3_2_3.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_4_1_1.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_4_1_2.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_4_1_3.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_4_1_4.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_4_1_5.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_4_1_6.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_4_1_7.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_4_2_1.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_4_2_2.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_4_2_3.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_5_1_1.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_5_1_2.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_5_1_3.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_5_1_4.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_5_1_5.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_5_1_6.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_5_1_7.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_5_2_1.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_5_2_2.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_5_2_3.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_6_1_1.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_6_1_2.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_6_1_3.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_6_1_4.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_6_1_5.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_6_1_6.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_6_1_7.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_6_2_1.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_6_2_2.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_OwnTracks_6_2_3.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_5_1.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_5_2.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_5_3.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_5_4.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_5_5.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_5_6.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_1.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_10.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_11.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_12.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_13.txt,0,1,0,0,1,0,0
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_14.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_15.txt,0,1,0,0,1,0,0
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_16.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_17.txt,0,1,0,0,1,0,0
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_18.txt,0,1,0,0,1,0,0
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_19.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_2.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_20.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_21.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_22.txt,0,1,0,0,1,0,0
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_23.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_24.txt,0,1,0,0,1,0,0
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_25.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_26.txt,0,1,0,0,1,0,0
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_27.txt,0,1,0,0,1,0,0
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_3.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_4.txt,0,1,0,0,1,0,0
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_5.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_6.txt,0,1,0,0,1,0,0
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_7.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_8.txt,0,1,0,0,1,0,0
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_6_9.txt,0,1,0,0,1,0,0
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_7_1.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_7_10.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_7_11.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_7_12.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_7_2.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_7_3.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_7_4.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_7_5.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_7_6.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_7_7.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_7_8.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_0_7_9.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_1_5_1.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_1_5_2.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_1_6_1.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_1_6_2.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_1_6_3.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_1_6_4.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_1_6_5.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_1_6_6.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_1_6_7.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_1_6_8.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_1_6_9.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_1_7_1.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_1_7_2.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_1_7_3.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_1_7_4.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_1.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_10.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_11.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_12.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_13.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_14.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_15.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_16.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_17.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_18.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_2.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_3.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_4.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_5.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_6.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_7.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_8.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_6_9.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_7_1.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_7_2.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_7_3.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_7_4.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_7_5.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_7_6.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_7_7.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_5_7_8.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_1.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_10.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_11.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_12.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_13.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_14.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_15.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_16.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_17.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_18.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_19.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_2.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_20.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_21.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_22.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_23.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_24.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_25.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_26.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_3.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_4.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_5.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_6.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_7.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_8.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_5_9.txt,0,0,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_1.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_10.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_11.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_12.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_13.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_14.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_15.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_16.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_17.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_18.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_19.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_2.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_20.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_21.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_22.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_23.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_24.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_25.txt,0,0,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WCC\WCC_WateringSystem_6_7_26.txt,0,0,0,1,0,1,1
