filepath,SAC,WAC,STC,WTC,SCC,WCC,Correct
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_0_1.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_0_2.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_1_1.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_1_2.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_1_3.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_1_4.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_1_5.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_1_6.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_2_1.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_2_2.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_2_3.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_2_4.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_2_5.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_2_6.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_4_1.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_4_2.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_4_3.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_4_4.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_6_1.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_5_6_2.txt,0,0,0,1,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_6_0_1.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_6_1_1.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_6_1_2.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_6_1_3.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_6_2_1.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_6_2_2.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_6_2_3.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_6_4_1.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_irrigation_6_4_2.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightColor_0_1_1.txt,0,0,0,1,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightColor_0_1_2.txt,0,0,0,1,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightColor_0_1_3.txt,0,0,0,1,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightColor_1_0_1.txt,0,0,1,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightColor_1_0_2.txt,0,0,1,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightColor_1_0_3.txt,0,0,1,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightColor_1_0_4.txt,0,0,1,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightColor_1_0_5.txt,0,0,1,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightColor_1_0_6.txt,0,0,1,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightColor_1_0_7.txt,0,0,1,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightColor_1_0_8.txt,0,0,1,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightColor_1_0_9.txt,0,0,1,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_1.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_10.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_11.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_12.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_13.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_14.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_15.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_16.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_17.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_18.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_19.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_2.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_20.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_21.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_22.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_23.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_24.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_3.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_4.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_5.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_6.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_7.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_8.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_1_9.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_2_1.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_2_10.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_2_11.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_2_12.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_2_13.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_2_14.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_2_15.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_2_16.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_2_2.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_2_3.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_2_4.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_2_5.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_2_6.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_2_7.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_2_8.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_2_9.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_3_1.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_3_10.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_3_11.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_3_12.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_3_13.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_3_14.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_3_15.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_3_16.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_3_2.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_3_3.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_3_4.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_3_5.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_3_6.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_3_7.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_3_8.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_0_3_9.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_1.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_10.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_11.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_12.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_13.txt,0,1,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_14.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_15.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_16.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_17.txt,0,1,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_18.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_19.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_2.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_20.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_21.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_22.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_23.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_24.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_3.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_4.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_5.txt,0,1,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_6.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_7.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_8.txt,1,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_0_9.txt,0,1,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_1.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_10.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_11.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_12.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_13.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_14.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_15.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_16.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_17.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_18.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_19.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_2.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_20.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_21.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_22.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_23.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_24.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_3.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_4.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_5.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_6.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_7.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_8.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_2_9.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_1.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_10.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_11.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_12.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_13.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_14.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_15.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_16.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_17.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_18.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_19.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_2.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_20.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_21.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_22.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_23.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_24.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_3.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_4.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_5.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_6.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_7.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_8.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_1_3_9.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_0_1.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_0_10.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_0_11.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_0_12.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_0_13.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_0_14.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_0_15.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_0_16.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_0_2.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_0_3.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_0_4.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_0_5.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_0_6.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_0_7.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_0_8.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_0_9.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_1.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_10.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_11.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_12.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_13.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_14.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_15.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_16.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_17.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_18.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_19.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_2.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_20.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_21.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_22.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_23.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_24.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_3.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_4.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_5.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_6.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_7.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_8.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_1_9.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_3_1.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_3_10.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_3_11.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_3_12.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_3_13.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_3_14.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_3_15.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_3_16.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_3_2.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_3_3.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_3_4.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_3_5.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_3_6.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_3_7.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_3_8.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_2_3_9.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_0_1.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_0_10.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_0_11.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_0_12.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_0_13.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_0_14.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_0_15.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_0_16.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_0_2.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_0_3.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_0_4.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_0_5.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_0_6.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_0_7.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_0_8.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_0_9.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_1_1.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_1_10.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_1_11.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_1_12.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_1_13.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_1_14.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_1_15.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_1_16.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_1_17.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_1_18.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_1_19.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_1_2.txt,0,0,0,0,1,0,1
Mutation_Detected\Rules\Mutated\SCC\SCC_LightingScene_3_1_20.txt,0,0,0,0,1,0,1
